Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,City of Vacaville - City Hall,650 Merchant St,,Vacaville,CA,95688,,,E,,Public,Primarily government use,,,,,,10.0,,3 SP Inductive,Non-Networked,,200-9,38.351758,-121.994475,2021-07-14,25518,2021-07-14 18:51:43 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Citrus Heights City Hall,6360 Fountain Square Dr,,Citrus Heights,CA,95621,,916-725-2448,E,,Public,24 hours daily,,,,,,2.0,,1 SP Inductive,Non-Networked,,GPS,38.682605,-121.297614,2020-03-03,25519,2021-03-11 23:22:17 UTC,LG,,,2016-02-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,El Dorado County Government Center,2850 Fairlane Ct,Building C parking lot,Placerville,CA,95667,,530-621-5300,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,GPS,38.72799,-120.828,2021-08-04,25522,2021-08-04 13:11:32 UTC,LG,,,2004-05-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,El Dorado Transit Park & Ride,4640 Post St,,El Dorado Hills,CA,95762,,530-642-5383,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.6476,-121.067,2021-08-04,25523,2021-08-04 13:11:32 UTC,LG,,,2012-05-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,At Douglas Blvd,Granite Bay,CA,95746,,916-791-1189,E,,Public,8am-10pm daily,,,,,,1.0,,,Non-Networked,,GPS,38.74453,-121.17,2021-01-14,25527,2021-03-11 23:22:17 UTC,P,,,1998-06-15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,
ELEC,Carmichael Library,5605 Marconi Ave,At La Vista,Carmichael,CA,95608,,916-264-2700  916-264-2920,E,,Public,24 hours daily,,,,,,1.0,,1 SP Inductive,Non-Networked,,GPS,38.618066,-121.334337,2020-03-03,25610,2021-03-11 23:22:17 UTC,P,,,2004-07-15,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,
ELEC,Rio Vista City Hall,1 Main St,,Rio Vista,CA,94571,,707-374-6451,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.15485,-121.69,2021-01-14,27302,2021-03-11 23:22:17 UTC,LG,,,2006-08-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Fairfield City Hall,1000 Webster St,,Fairfield,CA,94533,,707-428-7414,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-8,38.25281,-122.044229,2021-01-14,27328,2021-03-11 23:22:17 UTC,LG,,,2012-08-27,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,Solano Community College,4000 Suisun Valley Rd,,Fairfield,CA,94534,,707-449-5424,E,,Public,24 hours daily,,,,,,3.0,,1 SP Inductive,Non-Networked,,GPS,38.23723,-122.123,2021-07-14,27329,2021-07-14 18:51:43 UTC,LG,,,2005-07-15,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,
ELEC,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Central Terminal Area (CTA) - P1,Los Angeles,CA,90045,,310-646-2911,E,,Public,24 hours daily; pay lot,,,,,,20.0,,,Non-Networked,,GPS,33.944761,-118.399767,2020-07-13,28007,2021-03-11 23:22:17 UTC,LG,,,2011-02-15,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,
ELEC,Burlington International Airport,1200 Airport Dr,1st Floor Parking Garage,South Burlington,VT,5403,,802-863-2874  802-865-7571,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,GPS,44.469281,-73.154972,2020-06-09,32973,2021-03-11 23:22:17 UTC,LG,,,2004-01-15,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,
ELEC,City of Lacey - City Hall Parking,420 College St,"At 3rd Ave SE, next to police station",Lacey,WA,98503,,360-491-3214,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,200-9,47.044011,-122.822404,2021-01-14,33351,2021-03-11 23:22:17 UTC,LG,,,2018-01-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,
ELEC,Oregon Museum of Science and Industry (OMSI) - South Parking Lot,1945 SE Water Ave,Under solar canopy in east parking lot,Portland,OR,97214,,800-955-6674,E,,Public,24 hours daily,,,,,2.0,2.0,,,Non-Networked,,GPS,45.508396,-122.664667,2021-06-07,33378,2021-06-07 17:37:37 UTC,P,,,2008-10-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,SOLAR,
ELEC,City of Ukiah - Public Parking Lot,N Oak St & W Standley St,Located in the City parking lot on the west side of N. Oak St. just south of W. Standley St.,Ukiah,CA,95482,,707-467-5711,E,,Public,24 hours daily,,,,,,1.0,,1 SP Inductive,Non-Networked,,GPS,39.15,-123.2091,2021-02-15,33544,2021-03-11 23:22:17 UTC,LG,,,2008-11-30,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,
ELEC,Nut Tree Village,1651 E Monte Vista Ave,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,1.0,1.0,,1 SP Inductive,Non-Networked,,200-9,38.368755,-121.961192,2021-07-14,33545,2021-07-14 18:51:43 UTC,P,,,2008-12-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,Placer County Community Development Resource Center,3091 County Center Dr,Located on the west side of the building,Auburn,CA,95603,,530-745-3197,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,GPS,38.9412492,-121.1054805,2021-01-14,33550,2021-03-11 23:22:17 UTC,LG,,,2008-11-30,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,4th and G Plaza Public Parking Garage,4th St & G St,Entrance on 4th St,Davis,CA,95616,,530-753-7730,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.54643,-121.7388,2021-01-14,33555,2021-03-11 23:22:17 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Davis Amtrak Station,840 2nd St,2nd & H St,Davis,CA,95616,,,E,,Public,24 hours daily,,,,,,2.0,,1 SP Inductive,Non-Networked,,GPS,38.5443,-121.738,2021-01-14,33556,2021-03-11 23:22:17 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,
ELEC,University of California - Davis - Quad Parking Structure,6 Howard Way,Quad Structure; Between Russell Blvd & North Quad,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; pay lot; permit required 7am-10pm M-F,,,,,2.0,7.0,,,Non-Networked,,GPS,38.544538,-121.749713,2021-02-15,33557,2021-06-28 20:34:59 UTC,P,,,2008-12-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,$9 parking fee,,,,,,,,,,
ELEC,University Covenant Church,315 Mace Blvd,,Davis,CA,95618,,530-756-3923,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.55755,-121.6947,2021-01-14,33558,2021-03-11 23:22:17 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,,
ELEC,Lakewood Center Mall,4500 Silva St,Located near Nordstrom Rack,Lakewood,CA,90712,,562-531-6707,E,,Public,Mall business hours,,,,,,2.0,,,Non-Networked,,GPS,33.84788,-118.13889,2021-01-14,33564,2021-03-11 23:22:17 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,
ELEC,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,,Larkspur,CA,94939,,415-925-5570,E,,Public,24 hours daily; pay lot,,,,,,1.0,,1 SP Inductive,Non-Networked,,GPS,37.94495,-122.5096,2020-08-05,33690,2021-03-11 23:22:17 UTC,P,,,2008-12-31,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,$2 parking fee,,,,,,,,,,
ELEC,Oakland International Airport - Daily Lot,1 Airport Dr,"Enter Daily Parking Lot.  Section L6, behind Parking Management Office.",Oakland,CA,94621,,510-563-3361,E,,Public,24 hours daily; pay lot,,,,,,2.0,,,Non-Networked,,GPS,37.7136,-122.2087,2020-07-13,33695,2021-03-11 23:22:17 UTC,LG,,,2012-12-20,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,
ELEC,City of Champaign - Hill Street Parking Deck,123 W Hill St,"From Neil St head west on Hill or enter the deck from Randolph St between Church and Hill. Four charging stations on 3rd floor, east end of parking deck.",Champaign,IL,61820,,217-403-4700,E,,Public,24 hours daily; pay lot,,,,,,4.0,,,Non-Networked,,GPS,40.119161,-88.244185,2020-06-09,33921,2021-03-11 23:22:17 UTC,LG,,,2009-01-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Discovery Center of Idaho,131 W Myrtle St,,Boise,ID,83702,,208-343-9895,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,43.608009,-116.197968,2020-07-13,34106,2021-03-11 23:22:17 UTC,P,,,2017-04-20,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,
ELEC,Fairfield Transportation Center,2000 Cadenasso Dr,,Fairfield,CA,94533,,707-434-3800,E,,Public,24 hours daily,,,,,,2.0,,2 Tesla Conductive,Non-Networked,,GPS,38.2482,-122.0678,2021-07-14,35146,2021-07-14 18:51:43 UTC,LG,,,2009-05-01,,,,,J1772,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,METRO NASHVILLE FULTON GARAGE 1,800 2nd Avenue South,,Nashville,TN,37210,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.153492,-86.76732,2021-09-06,35165,2021-09-06 00:36:07 UTC,,,,2009-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LINCOLN CITY TAFT DUAL 1,1226 SW 50th St,,Lincoln City,OR,97367,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.928439,-124.015824,2021-09-06,35258,2021-09-06 00:36:07 UTC,,,,2010-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC RELIABLE 01,100 W Anderson Street,,Orlando,FL,32801,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.535975,-81.379663,2021-09-06,35284,2021-09-06 00:36:07 UTC,,,,2011-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PUBLIC STATIONS WILLY ST EAST,1221 Williamson St,,Madison,WI,53703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.083979,-89.363091,2021-09-06,35290,2021-09-06 00:36:07 UTC,,,,2009-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Rabobank - Salinas,1285 N Davis Rd,,Salinas,CA,93907,,831-784-7700,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,36.70104,-121.6673,2021-01-14,35470,2021-03-11 23:22:17 UTC,P,,,2009-12-15,,,,,J1772,US,,,,Public,,public,,,BANK,,,,,,,Free,,,,,,,,,,
ELEC,LBCC  LBCC DUAL 2,Ellingson Rd SW,,Albany,OR,97321,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.586123,-123.115389,2021-09-06,35480,2021-09-06 00:36:07 UTC,,,,2009-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LINCOLN CITY NE15TH PARKING1,1601 NE 15th St,,Lincoln City,OR,97367,,888-758-4389,E,,Public,24 hours daily,,,,,1.0,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.97604,-124.011459,2021-09-06,35481,2021-09-06 00:36:07 UTC,,,,2010-02-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Home Depot,1551 Froom Ranch Way,,San Luis Obispo,CA,93405,,805-596-0857,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,35.249929,-120.689683,2021-01-14,35560,2021-03-11 23:22:17 UTC,P,,,2000-04-15,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,San Luis Obispo Promenade - Bed Bath & Beyond,319 Madonna Rd,,San Luis Obispo,CA,93401,,805-545-7556  805-542-9004,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,GPS,35.25982,-120.676,2021-01-14,35561,2021-03-11 23:22:17 UTC,P,,,2000-04-15,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
